Customer ID,First Name,Last Name,Phone Number,Email,Age,Gender,Marital Status,Income,CIBIL Score,Account Number,Employment Status,Number of Dependents
CUST10119,Divya,Yadav,9411406849,divyayadav13@gmail.com,30,Female,Single,"30,09,000",751,199713861210,Student,2
CUST10120,Kiran,Naidu,6688016205,kirannaidu24@gmail.com,59,Male,Single,"19,91,000",696,203660723236,Student,3
CUST10121,Mounika,Yadav,8261064955,mounikayadav93@gmail.com,39,Female,Married,"13,19,000",753,536502982654,Employed,1
CUST10122,Ravi,Rao,9029560699,ravirao90@gmail.com,53,Female,Single,"24,84,000",629,695021359617,Unemployed,0
CUST10123,Teja,Rao,8191959979,tejarao78@gmail.com,32,Female,Married,"19,94,000",667,343632423250,Retired,1
CUST10124,Teja,Yadav,8951246250,tejayadav64@gmail.com,40,Female,Single,"5,06,000",784,486009669898,Unemployed,4
CUST10125,Lakshmi,Dasari,8431471272,lakshmidasari94@gmail.com,60,Male,Single,"14,61,000",560,165454496696,Unemployed,3
CUST10126,Divya,Goud,9008404490,divyagoud21@gmail.com,57,Female,Single,"18,16,000",826,482281686824,Retired,3
CUST10127,Ravi,Dasari,6360715498,ravidasari72@gmail.com,41,Female,Single,"17,14,000",686,932879460481,Student,1
CUST10128,Sita,Naidu,8468933082,sitanaidu20@gmail.com,50,Female,Married,"28,10,000",692,501927386640,Retired,2
CUST10129,Anusha,Patel,6316079605,anushapatel11@gmail.com,33,Female,Single,"29,12,000",720,884557239409,Student,2
CUST10130,Divya,Goud,9370712595,divyagoud47@gmail.com,24,Male,Single,"18,82,000",740,406527829768,Self-Employed,1
CUST10131,Ravi,Rao,6472684191,ravirao41@gmail.com,27,Female,Married,"13,86,000",693,611309654522,Unemployed,2
CUST10132,Anusha,Naidu,9994273934,anushanaidu66@gmail.com,32,Female,Single,"7,42,000",737,276989702286,Retired,1
CUST10133,Kiran,Kumar,8800980816,kirankumar71@gmail.com,36,Male,Single,"9,33,000",663,683974055225,Unemployed,3
CUST10134,Sita,Rao,8217082907,sitarao10@gmail.com,27,Male,Married,"8,73,000",419,975690153239,Employed,1
CUST10135,Venkatesh,Babu,7241168537,venkateshbabu21@gmail.com,28,Female,Single,"12,80,000",777,429766020627,Unemployed,4
CUST10136,Rajesh,Dasari,9851148082,rajeshdasari93@gmail.com,24,Female,Single,"29,51,000",616,515028321580,Unemployed,2
CUST10137,Teja,Kumar,6138500247,tejakumar36@gmail.com,21,Male,Single,"10,86,000",509,329765949103,Self-Employed,3
CUST10138,Venkatesh,Sharma,9090517227,venkateshsharma56@gmail.com,48,Male,Single,"13,64,000",412,430447757469,Unemployed,4
CUST10139,Mounika,Sharma,9452863805,mounikasharma57@gmail.com,42,Male,Married,"23,90,000",621,887981968528,Self-Employed,4
CUST10140,Sita,Dasari,9268178927,sitadasari96@gmail.com,44,Female,Married,"3,55,000",677,647310798265,Unemployed,2
CUST10141,Venkatesh,Dasari,6064025032,venkateshdasari36@gmail.com,52,Male,Single,"15,60,000",744,994325337267,Retired,0
CUST10142,Lakshmi,Babu,8824046836,lakshmibabu64@gmail.com,49,Male,Married,"8,21,000",867,873876687635,Unemployed,0
CUST10143,Kiran,Reddy,6682390537,kiranreddy81@gmail.com,45,Female,Married,"5,28,000",691,256321279311,Student,2
CUST10144,Sita,Goud,8409682818,sitagoud80@gmail.com,41,Female,Single,"13,19,000",783,114221193392,Employed,4
CUST10145,Sita,Dasari,6009310800,sitadasari17@gmail.com,36,Female,Single,"14,84,000",709,374014918982,Self-Employed,1
CUST10146,Venkatesh,Patel,9105318475,venkateshpatel99@gmail.com,37,Male,Single,"2,91,000",744,523894190823,Retired,3
CUST10147,Ravi,Dasari,8889985505,ravidasari46@gmail.com,26,Male,Single,"4,38,000",763,515022315752,Self-Employed,1
CUST10148,Mounika,Dasari,7271845419,mounikadasari83@gmail.com,58,Female,Married,"22,86,000",843,587777366919,Self-Employed,2
CUST10149,Sita,Sharma,8324818875,sitasharma33@gmail.com,52,Male,Single,"22,89,000",727,928457663433,Student,3
CUST10150,Rajesh,Reddy,7115990597,rajeshreddy50@gmail.com,31,Female,Single,"23,61,000",778,598781539703,Retired,1
CUST10151,Sita,Sharma,6532266415,sitasharma85@gmail.com,55,Male,Married,"25,52,000",717,261531171598,Student,4
CUST10152,Anusha,Reddy,9825324707,anushareddy55@gmail.com,43,Male,Married,"16,03,000",708,695793314098,Retired,0
CUST10153,Anusha,Patel,8859956480,anushapatel77@gmail.com,52,Male,Single,"19,64,000",757,580354937685,Employed,0
CUST10154,Venkatesh,Reddy,9680103479,venkateshreddy33@gmail.com,39,Female,Married,"13,93,000",837,777238935915,Retired,3
CUST10155,Divya,Naidu,8563864327,divyanaidu19@gmail.com,43,Male,Married,"29,59,000",387,196475086756,Retired,0
CUST10156,Kiran,Rao,8695051330,kiranrao63@gmail.com,36,Female,Married,"21,45,000",363,112789943252,Retired,4
CUST10157,Ravi,Dasari,8383371256,ravidasari1@gmail.com,21,Male,Single,"29,04,000",311,165294968882,Unemployed,3
CUST10158,Anusha,Kumar,7543974094,anushakumar52@gmail.com,22,Female,Married,"23,07,000",746,805358556853,Retired,3
CUST10159,Venkatesh,Reddy,8222899508,venkateshreddy31@gmail.com,37,Male,Single,"23,98,000",385,489505423222,Unemployed,2
CUST10160,Mounika,Kumar,6911668537,mounikakumar11@gmail.com,21,Male,Married,"23,73,000",746,693460860547,Self-Employed,4
CUST10161,Ravi,Kumar,6891325097,ravikumar27@gmail.com,47,Male,Single,"21,10,000",676,303456750290,Unemployed,1
CUST10162,Ravi,Dasari,9935961802,ravidasari33@gmail.com,47,Male,Single,"14,92,000",720,122031851074,Employed,1
CUST10163,Anusha,Dasari,7398706545,anushadasari48@gmail.com,55,Male,Single,"26,72,000",610,643018710447,Unemployed,0
CUST10164,Venkatesh,Reddy,9515826796,venkateshreddy38@gmail.com,45,Female,Single,"21,15,000",719,839014572860,Retired,1
CUST10165,Anusha,Kumar,9810884375,anushakumar97@gmail.com,55,Male,Single,"16,66,000",678,155008899975,Retired,0
CUST10166,Venkatesh,Sharma,6917542730,venkateshsharma45@gmail.com,50,Female,Married,"24,05,000",727,636347104095,Self-Employed,2
CUST10167,Teja,Kumar,8962795917,tejakumar18@gmail.com,35,Female,Single,"8,31,000",679,386462413615,Student,4
CUST10168,Teja,Babu,9378579992,tejababu29@gmail.com,35,Female,Married,"15,27,000",736,963185707348,Self-Employed,1
CUST10169,Kiran,Babu,6903143507,kiranbabu87@gmail.com,43,Male,Married,"2,80,000",692,123095414424,Unemployed,1
CUST10170,Ravi,Dasari,6017206659,ravidasari54@gmail.com,38,Male,Single,"23,73,000",663,274203491272,Student,2
CUST10171,Teja,Kumar,6366742105,tejakumar68@gmail.com,46,Female,Married,"28,64,000",555,250226103732,Student,0
CUST10172,Divya,Dasari,8280431285,divyadasari7@gmail.com,25,Female,Married,"11,49,000",763,255972565680,Self-Employed,3
CUST10173,Mounika,Yadav,7997789517,mounikayadav69@gmail.com,32,Male,Single,"17,40,000",761,338271205327,Employed,3
CUST10174,Kiran,Yadav,9312721044,kiranyadav56@gmail.com,56,Male,Married,"18,93,000",804,387428793911,Employed,0
CUST10175,Kiran,Yadav,7630061431,kiranyadav30@gmail.com,38,Female,Single,"27,47,000",878,918723653736,Employed,2
CUST10176,Kiran,Reddy,7672745571,kiranreddy77@gmail.com,44,Female,Single,"13,56,000",608,262596680620,Unemployed,1
CUST10177,Lakshmi,Naidu,9284316227,lakshminaidu23@gmail.com,48,Female,Married,"19,85,000",762,530911478994,Employed,1
CUST10178,Divya,Patel,8605986672,divyapatel98@gmail.com,43,Male,Single,"22,87,000",658,237215295870,Self-Employed,4
CUST10179,Rajesh,Naidu,9131031741,rajeshnaidu85@gmail.com,22,Male,Single,"3,91,000",718,887397346629,Self-Employed,0
CUST10180,Kiran,Dasari,7337257619,kirandasari97@gmail.com,30,Female,Married,"4,79,000",690,900434775122,Unemployed,3
CUST10181,Divya,Patel,6823126725,divyapatel85@gmail.com,47,Female,Married,"7,84,000",847,146243131885,Unemployed,1
CUST10182,Venkatesh,Rao,9925617097,venkateshrao15@gmail.com,30,Male,Single,"16,10,000",889,879719897721,Student,1
CUST10183,Ravi,Patel,8758648289,ravipatel27@gmail.com,41,Female,Single,"24,83,000",805,398136092715,Employed,1
CUST10184,Anusha,Goud,8484001939,anushagoud94@gmail.com,60,Female,Single,"17,88,000",300,456276380673,Self-Employed,1
CUST10185,Anusha,Sharma,7013193373,anushasharma26@gmail.com,47,Female,Single,"30,26,000",487,834632220097,Self-Employed,1
CUST10186,Kiran,Sharma,8292179888,kiransharma19@gmail.com,53,Female,Single,"22,70,000",453,953653841276,Student,2
CUST10187,Divya,Patel,9328889962,divyapatel98@gmail.com,50,Male,Single,"15,53,000",676,579299258451,Retired,1
CUST10188,Lakshmi,Rao,9699702983,lakshmirao94@gmail.com,37,Male,Married,"6,81,000",475,683038698963,Employed,0
CUST10189,Divya,Rao,7166954883,divyarao28@gmail.com,58,Male,Married,"21,99,000",367,982491085285,Self-Employed,3
CUST10190,Rajesh,Rao,7325449834,rajeshrao32@gmail.com,37,Male,Married,"20,29,000",518,534597959514,Retired,4
CUST10191,Divya,Naidu,8839599603,divyanaidu86@gmail.com,36,Female,Married,"28,75,000",663,391605821059,Student,0
CUST10192,Rajesh,Patel,8049015944,rajeshpatel91@gmail.com,37,Male,Married,"11,81,000",751,598063120394,Employed,0
CUST10193,Lakshmi,Yadav,9364677043,lakshmiyadav47@gmail.com,24,Female,Single,"26,22,000",683,187216265339,Retired,4
CUST10194,Mounika,Kumar,6138033493,mounikakumar37@gmail.com,41,Male,Married,"30,89,000",717,628907876491,Student,4
CUST10195,Sita,Babu,8287452928,sitababu87@gmail.com,36,Male,Married,"7,39,000",800,356021866004,Employed,3
CUST10196,Teja,Kumar,6645196475,tejakumar45@gmail.com,31,Male,Married,"4,84,000",678,237449995072,Retired,3
CUST10197,Lakshmi,Dasari,9345612587,lakshmidasari32@gmail.com,32,Male,Married,"7,14,000",601,256501226514,Unemployed,3
CUST10198,Divya,Babu,6724674709,divyababu72@gmail.com,39,Male,Married,"24,10,000",651,268894301459,Unemployed,3
CUST10199,Teja,Kumar,9332372451,tejakumar85@gmail.com,51,Male,Married,"22,18,000",664,554193539640,Self-Employed,2
CUST10200,Ravi,Dasari,7062287564,ravidasari27@gmail.com,59,Male,Single,"13,36,000",465,545663688298,Retired,1
CUST10201,Divya,Naidu,9226747186,divyanaidu28@gmail.com,24,Female,Married,"12,88,000",793,452109435299,Self-Employed,2
CUST10202,Kiran,Rao,8229090348,kiranrao26@gmail.com,60,Female,Single,"15,07,000",757,748072935215,Self-Employed,1
CUST10203,Venkatesh,Dasari,7658639573,venkateshdasari45@gmail.com,34,Male,Married,"5,90,000",712,975745212583,Unemployed,2
CUST10204,Mounika,Goud,7507973801,mounikagoud58@gmail.com,24,Male,Married,"10,34,000",504,854705031212,Retired,1
CUST10205,Divya,Goud,9745770901,divyagoud7@gmail.com,30,Female,Married,"26,00,000",813,576175263116,Employed,0
CUST10206,Ravi,Naidu,7596482828,ravinaidu39@gmail.com,59,Female,Single,"24,35,000",616,630300577352,Self-Employed,3
CUST10207,Kiran,Patel,8693270804,kiranpatel83@gmail.com,26,Male,Married,"13,71,000",826,870401971117,Employed,2
CUST10208,Rajesh,Rao,7269246718,rajeshrao4@gmail.com,54,Female,Single,"2,38,000",333,831132736553,Self-Employed,3
CUST10209,Lakshmi,Reddy,6586020866,lakshmireddy67@gmail.com,22,Female,Married,"16,27,000",499,191681640622,Student,0
CUST10210,Venkatesh,Patel,9658822533,venkateshpatel73@gmail.com,34,Female,Married,"18,77,000",839,707382197806,Student,1
CUST10211,Sita,Reddy,6025584300,sitareddy18@gmail.com,26,Female,Married,"24,93,000",578,852220885348,Employed,1
CUST10212,Mounika,Naidu,7726934296,mounikanaidu17@gmail.com,23,Male,Married,"30,22,000",801,829638081141,Self-Employed,0
CUST10213,Ravi,Sharma,9284669014,ravisharma24@gmail.com,60,Female,Married,"21,54,000",886,623045277898,Employed,0
CUST10214,Mounika,Dasari,8624340562,mounikadasari59@gmail.com,37,Female,Single,"21,44,000",618,117712522895,Unemployed,3
CUST10215,Divya,Patel,9234727018,divyapatel76@gmail.com,24,Male,Married,"6,78,000",817,530389361895,Retired,3
CUST10216,Divya,Naidu,8198356711,divyanaidu76@gmail.com,30,Male,Married,"25,41,000",774,499855134558,Self-Employed,0
CUST10217,Divya,Babu,9336448765,divyababu58@gmail.com,43,Male,Single,"8,99,000",642,848920675951,Retired,0
CUST10218,Sita,Patel,6787184163,sitapatel53@gmail.com,54,Male,Married,"9,93,000",652,183087118633,Self-Employed,4
CUST10219,Venkatesh,Reddy,9366136626,venkateshreddy24@gmail.com,49,Female,Single,"19,14,000",431,342557501876,Employed,4
